,Organization Name,Organization Name URL,Description,Founded Date,Total Funding Amount,Website,cb rank,ipo status,Number of Employees,Headquarters Location,Facebook,LinkedIn,Twitter,Industries,Headquarters Regions,Founders,Status,Funding Type,Also Known As,Legal Name,Related Hubs,Stock Symbol,Company Type,Exits,Estimated Revenue Range,Contact Email,Phone Number,Number of Lead Investments,Stock Symbol.1,Number of Exits,Total Funding Amount.1,Number of Funding Rounds,Number of Investments,Number of Current Team Members,Number of Board Members,Total Products Active,Downloads Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,events,Number of Acquisitions,Number of Lead Investors,Number of Investors,Number of Diversity Investments,Full Description,IPqwery Patents Granted,IPqwery Trademarks Registered,IPqwery Most Popular Patent Class,Websites rank,Transaction Name,Transaction Name URL,Acquired by,Announced Date,Price
76,Johnson & Johnson,https://www.crunchbase.com/organization/johnson-johnson,"Johnson & Johnson engages in the research and development, manufacture and sale of a range of products in the healthcare field.","Jan 1, 1886",None,www.jnj.com,"4,163",Public,10001+,"New Brunswick, New Jersey, United States",http://www.facebook.com/jnj,http://www.linkedin.com/company/johnson-&-johnson,http://twitter.com/JNJCares,"Health, Care, Health, Diagnostics, Information, Technology, Medical, Device, Pharmaceutical",Greater New York Area East Coast Northeastern US,"Edward Mead Johnson, Ilana Odess, James Wood Johnson, Michael Lesh, Robert Wood Johnson",Active,None,None,Johnson & Johnson Services Inc.,"Johnson, &, Johnson, Alumni, Founded, Companies",NYSE:JNJ,For Profit,5,$10B+,None,(732)524-0400,10,NYSE:JNJ,5,None,None,22,127,13,32,None,60,"35,11,095",4.76%,None,None,37,None,None,4,None,2,None,None,"15,656",None,None,None,None,None
77,Jyothy Laboratories,https://www.crunchbase.com/organization/jyothy-laboratories,"Jyothy Laboratories is a manufacturer and distributor of fabric care, home care, utensil care and personal care products.",01-Jan-83,None,jyothylaboratories.com/,"4,26,485",Public,01-Oct,"Mumbai, Maharashtra, India",https://www.facebook.com/Jyothy-Laboratories-Ltd-418712081916830/,https://www.linkedin.com/company/jyothi-laboratories-limited-mumbai-/,None,"Goods, Health, Care, Manufacturing",Asia-Pacific (APAC),None,Active,None,None,None,None,NSE:JYOTHYLAB,For Profit,None,None,None,91-22-6689-2800,None,NSE:JYOTHYLAB,None,None,None,None,None,None,5,None,4,"8,611",None,1,None,None,None,None,None,None,None,2,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,","13,19,286",None,None,None,None,None
78,Kangda,https://www.crunchbase.com/organization/kangda,"Kangda offers high quality, economical, convenient medical information.",May-13,None,www.kangda.cn/,"4,68,752",Private,01-Oct,"Shanghai, Shanghai, China",None,None,None,"Mobile, Apps",Asia-Pacific (APAC),None,Active,Seed,None,None,None,None,For Profit,None,None,None,None,None,None,None,None,1,None,None,None,Tech,None,8,None,None,None,None,None,None,1,None,None,2,None,None,None,None,None,None,None,None
79,KCC,https://www.crunchbase.com/organization/kcc,"KCC is a company that expertise in application development, communication network and system development services.",20-Jan-84,None,www.kcc.co.jp/,"3,62,749",Private,251-500,"Koto, Tokyo, Japan",None,None,None,"Information, Technology, Technical, Support",Asia-Pacific (APAC),None,Active,None,??·??·??,KCC Corporation,None,None,For Profit,None,$10M to $50M,None,0120-175091,None,None,None,None,None,None,None,None,Tech,"5,865",30,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
80,KCC,https://www.crunchbase.com/organization/kcc-39d4,"KCC is an IT company that provides cloud solutions, migration, disaster recovery, engineering and consulting services.",1997,None,kccltd.com,"4,67,673",Private,01-Oct,"Rickmansworth, Hertford, United Kingdom",None,None,None,"Infrastructure, Information, Technology, Software",None,None,Active,None,Kingston Computer Consultancy,None,None,None,For Profit,None,None,info@kccltd.com,-2932,None,None,None,None,None,None,None,None,Tech,None,10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81,Kittrich Corporation,https://www.crunchbase.com/organization/kittrich-corporation,Kittrich Corporation is a manufacturer of products for the home.,1978,None,www.kittrich.com,"2,35,675",Private,501-1000,"Pomona, California, United States",None,None,None,"Goods, Electronics, Manufacturing, Real, Estate",Greater Los Angeles Area West Coast Western US,None,Active,None,None,None,None,None,For Profit,None,$10M to $50M,None,17147362144,None,None,None,None,None,None,None,None,10,None,20,"1,064",4.01%,1,None,None,None,None,None,None,37,149,"Paper, cardboard and goods made from these materials,","39,25,950",None,None,None,None,None
82,Kobayashi Pharmaceutical,https://www.crunchbase.com/organization/kobayashi-pharmaceutical,"This company is provides a variety of products in fields such as pharmaceuticals, fragrances, dietary supplements and daily necessities.",22-Aug-19,None,www.kobayashi.co.jp,"2,26,608",Public,Nov-50,"Osaka, Osaka, Japan",https://www.facebook.com/pages/Kobayashi-Pharmaceutical-Co-Ltd/105648766136942,https://www.linkedin.com/company/kobayashi-pharmaceutical-co-ltd/,None,"Pharmaceutical, Sales",Asia-Pacific (APAC),None,Active,None,None,Kobayashi Pharmaceutical Co. Ltd.,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,1,None,4,None,34,"48,30,470",7.14%,None,None,None,None,None,None,"The Kobayashi Pharmaceutical Group provides a variety of products in fields such as pharmaceuticals, fragrances, dietary supplements and daily necessities. Providing products in these diverse fields is a business activity based on the broader management philosophy of “Providing Great Pleasure to People and Society” regardless of the currentbusiness domain. The current management philosophy was newly created in April 1999 by adding the meanings of “creation and innovation” and “Something New Something Different”, which are one of the characteristics of the Kobayashi Pharmaceutical Group, to the conventional management philosophy. is. The Kobayashi Pharmaceutical Group believes that pursuing the provision of “Pleasure” for people and society in this management philosophy is the significance of the Kobayashi Pharmaceutical Group.",590,74,"Pharmaceutical, veterinary and sanitary products,","11,624",None,None,None,None,None
83,Kombat,https://www.crunchbase.com/organization/kombat,"Kombat is a children's gaming club in Irkutsk, Russia.",18-Jan-12,None,sportball.ru/,"5,50,259",Private,01-Oct,"Irkutsk, Irkutsk, Russian Federation",https://www.facebook.com/%D0%9A%D0%BE%D0%BC%D0%B1%D0%B0%D1%82-%D0%9F%D0%B5%D0%B9%D0%BD%D1%82%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BB%D1%83%D0%B1-1553831734937838/,None,None,"Gaming, Sports",None,None,Active,None,??????,None,None,None,For Profit,None,Less than $1M,info@sportball.ru,395-233-4022,None,None,None,None,None,None,None,None,Tech,None,32,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
84,Konzum,https://www.crunchbase.com/organization/konzum,Konzum is the largest supermarket chain that sells a wide range of consumer products to its customers.,1957,None,www.konzum.hr/,"2,16,010",Private,10001+,"Zagreb, Grad Zagreb, Croatia",https://www.facebook.com/Konzum,https://www.linkedin.com/company/konzum/,https://twitter.com/KonzumHr,"Goods, Grocery, Retail, Shopping",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$1B to $10B,konzum@konzum.hr,-800399615,None,None,None,None,None,None,None,None,15,None,38,"9,59,192",-3.85%,None,None,None,None,None,None,None,None,19,"Agricultural products; live animals,","48,434",None,None,None,None,None
85,Koopman International,https://www.crunchbase.com/organization/koopman-international,Koopman International is a trading company that imports and exports non-food consumer goods worldwide.,1937,None,koopmanint.com,"1,99,419",Private,501-1000,"Amsterdam, Noord-Holland, The Netherlands",None,https://www.linkedin.com/company/koopman-international-b-v-/,None,"Goods, Trading, Platform, Wholesale",European Union (EU),None,Active,None,None,Koopman International B.V.,None,None,For Profit,None,$10M to $50M,info@koopmanint.com,+31 20 494 7777,None,None,None,None,None,None,None,None,Tech,None,52,"1,508",-44.42%,None,None,None,None,None,None,None,None,51,"Household or kitchen utensils, containers and materials; glassware; porcelain; earthenware,","31,90,177",None,None,None,None,None
86,KSD,https://www.crunchbase.com/organization/ksd,"KSD specializes in the installation & maintenance, information system management and Package software development services.",28-Sep-77,None,www.ksd-japan.com/,"6,40,738",Private,101-250,"Osaka-shi, Osaka, Japan",None,None,None,"Technology, Management, Information, Systems, Software",Asia-Pacific (APAC),None,Active,None,??·??·???,KSD Inc.,None,None,For Profit,None,$1M to $10M,None,06-6251-1012,None,None,None,None,None,None,None,None,Tech,None,10,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
87,KZ,https://www.crunchbase.com/organization/kameleonz,Where style & innovation meet. Floatable & Interchangeable Sunglasses.,04-Jun-13,None,kzgear.com/,"2,93,309",Private,01-Oct,"Provo, Utah, United States",https://www.facebook.com/KZGearOfficial/,https://www.linkedin.com/company-beta/3282097/,https://twitter.com/kzshades/,"Fashion, Lifestyle",Western US,Justin Bingham,Active,None,Kameleonz,None,None,None,For Profit,None,Less than $1M,info@kameleonz.com,None,None,None,None,None,None,None,1,1,26,None,54,"1,117",1.73%,None,None,None,None,None,None,None,None,None,None,"38,07,172",None,None,None,None,None
88,KZ,https://www.crunchbase.com/organization/kz,"KZ is a full-service provider of industrial varnishing, painting and cleaning services.",27-Jul-93,None,www.kzsro.sk,"7,94,797",Private,01-Oct,"Bratislava, Bratislava, Slovakia (Slovak Republic)",None,None,None,"Technology, CleanTech, Industrial",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,office@kzsro.sk,421-2-43415963,None,None,None,None,None,None,None,None,Tech,None,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89,LBD,https://www.crunchbase.com/organization/lbd,LBD is a management consultancy firm.,01-Jan-88,None,www.lbd.de/,"5,26,537",Private,Nov-50,"Berlin, Berlin, Germany",None,https://www.linkedin.com/company/lbd-beratungsgesellschaft-mbh/,None,Consulting,European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$10M to $50M,info@lbd.de,49 30 617 85 310,None,None,None,None,None,None,1,None,Tech,None,10,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
90,Lenta,https://www.crunchbase.com/organization/lenta,"Lenta is a price-led, distinctive hypermarket group in Russia.",1993,$2.1B,www.lentainvestor.com,"34,413",Public,10001+,"Russa, Novgorod, Russian Federation",None,https://www.linkedin.com/company/lenta,None,"Research, Retail",None,None,Active,"Post-IPO, Equity",None,None,None,None,For Profit,None,$1B to $10B,info@lenta.com,78123806131,None,None,None,$2.1B,3,None,3,None,8,None,12,"18,987",29.90%,16,None,None,1,3,None,"Lenta is one of the largest retail chains in Russia and the country's second largest hypermarket chain. The company was founded in 1993 in St. Petersburg. Lenta operates 96 hypermarkets in 55 cities across Russia and 19 supermarkets in the Moscow region with a total of approximately 570,674 sq.m. of selling space. The average Lenta hypermarketstore has selling space of 6,400 sq m. The company operates four distribution centres for hypermarkets and one for supermarkets. The company's stores base themselves on price-led hypermarkets and supermarket scheme. Lenta has more than 5.3 million active loyalty cardholders and approximately 90% of all sales in Lenta stores are tied to our loyalty card. Lenta employs around 27,800 people.",None,None,None,"8,54,571",None,None,None,None,None
91,LG Household & Health Care,https://www.crunchbase.com/organization/lg-household-health-care,LG Household & Health Care Striving to help you create a healthy and beautiful life.,1947,None,www.lghnh.com/global,"1,97,431",Private,5001-10000,"Seoul, Seoul-t'ukpyolsi, South Korea",https://www.facebook.com/LGCARE.Korea,https://www.linkedin.com/company/lg-household-&-health-care-ltd.,None,"Health, Care",Asia-Pacific (APAC),None,Active,None,None,None,None,None,For Profit,None,None,None,+82 80-023-7007,None,None,None,None,None,None,None,None,2,None,18,"42,140",13.45%,11,None,1,None,None,None,None,371,603,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,","5,14,226",None,None,None,None,None
92,Lidl,https://www.crunchbase.com/organization/lidl,Lidl operates as an e-commerce company offering various consumer goods online.,01-Jan-73,None,www.lidl.de/,"38,030",Private,10001+,"Neckarsulm, Baden-Wurttemberg, Germany",https://www.facebook.com/Lidl/,https://www.linkedin.com/company/lidl-in-deutschland/,https://twitter.com/lidl,"E-Commerce, Retail",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,None,None,49-33055-222111,None,None,None,None,None,None,1,None,None,None,None,"3,61,21,912",2.54%,144,None,1,None,None,None,None,19,"3,758","Basic staples,","1,478",None,None,None,None,None
93,Loblaws,https://www.crunchbase.com/organization/loblaws,Loblaws is a online store for food and daily needs.,1919,None,www.loblaws.ca,"1,91,706",Private,501-1000,"Toronto, Ontario, Canada",https://www.facebook.com/loblawson,None,https://www.twitter.com/loblawson,"Food, Processing",Great Lakes,None,Active,None,None,None,None,None,For Profit,None,$10B+,support@loblaws.ca,866-277-5077,None,None,None,None,None,None,1,None,23,None,48,"21,55,141",-3.50%,59,None,None,None,None,None,None,None,905,"Advertising; business,","24,336",None,None,None,None,None
94,Logic Product Group,https://www.crunchbase.com/organization/logic-product-group,"Logic Product Group provides non-toxic products made with natural ingredients that are safe for children, adults, pets and the environment.",12-Jan-12,None,logicproducts.com,"2,16,872",Private,01-Oct,"New York, New York, United States",https://www.facebook.com/LogicProducts,https://www.linkedin.com/in/logicproductgroup/,https://twitter.com/logicproducts,"Goods, E-Commerce",Greater New York Area East Coast Northeastern US,"Jill Taft, Joel Roodman",Active,Angel,Logic Products,None,None,None,For Profit,None,Less than $1M,crunchbase@logicproducts.com,888.997.4442,None,None,None,None,6,None,3,None,19,None,6,162,-86.49%,23,None,None,None,None,None,"Logic Product Group manufactures and retails proprietary natural, non-toxic products made with pure ingredients that are safe for children, people, pets and the environment.
Logic Product Group was founded by entrepreneur Jill Taft, who launched the company to create products that were natural and safe for all families.
The company’secofriendly products are distributed throughout the United States by leading national e-commerce and traditional retailers.",None,9,"Pharmaceutical, veterinary and sanitary products,","69,43,552",None,None,None,None,None
95,Mao Bao,https://www.crunchbase.com/organization/mao-bao,Mao Bao manufactures and sells household and personal care products.,06-Dec-78,None,www.maobao.com.tw/,"4,11,612",Public,101-250,"Taipei, T'ai-pei, Taiwan",https://www.facebook.com/maobaomkt/,https://www.linkedin.com/company/mao-bao-inc,None,"Home, Health, Care, Manufacturing",Asia-Pacific (APAC),None,Active,None,Mao Bao Inc. ????????,None,None,None,For Profit,None,$10M to $50M,maobao@mailsy.custhelp.com,886 2 8976 2277,None,None,None,None,None,None,None,None,Tech,None,13,"12,766",42.70%,None,None,None,None,None,None,None,None,None,None,"10,72,897",None,None,None,None,None
96,Mao Bao,https://www.crunchbase.com/organization/mao-bao,Mao Bao manufactures and sells household and personal care products.,06-Dec-78,None,www.maobao.com.tw/,"4,11,612",Public,101-250,"Taipei, T'ai-pei, Taiwan",https://www.facebook.com/maobaomkt/,https://www.linkedin.com/company/mao-bao-inc,None,"Home, Health, Care, Manufacturing",Asia-Pacific (APAC),None,Active,None,Mao Bao Inc. ????????,None,None,None,For Profit,None,$10M to $50M,maobao@mailsy.custhelp.com,886 2 8976 2277,None,None,None,None,None,None,None,None,Tech,None,13,"12,766",42.70%,None,None,None,None,None,None,None,None,None,None,"10,72,897",None,None,None,None,None
97,Marca,https://www.crunchbase.com/organization/marca,"Marca is a strategic visualization and multimedia studio headquartered in Vancouver, British Columbia.",None,None,www.marcastudio.com/,"3,84,384",Private,01-Oct,"Vancouver, British Columbia, Canada",None,https://www.linkedin.com/company/marca-studio-inc.,None,Technology,None,None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,info@marcastudio.com,1.19E+11,None,None,None,None,None,None,None,None,7,None,25,368,None,18,None,None,None,None,None,None,None,None,None,"61,53,938",None,None,None,None,None
98,Matas,https://www.crunchbase.com/organization/matas,"I Matas Webshop finder du masser af inspiration og gode tilbud. Vi har Danmarks største udvalg indenfor skønhed, sundhed og velvære. Lige",1949,None,matas.dk,"2,33,744",Public,5001-10000,"Frederiksberg, Hovedstaden, Denmark",https://www.facebook.com/clubmatas,None,None,"Internet, Retail",European Union (EU) Nordic Countries Scandinavia,None,Active,None,None,Matas acquired by CVC Capital Partners,None,None,For Profit,None,None,webshop@matas.dk,45 48 16 55 55,None,None,None,None,None,None,None,None,20,None,66,"38,52,148",-3.95%,3,None,2,None,None,None,"I Matas Webshop finder du masser af inspiration og gode tilbud. Vi har Danmarks største udvalg indenfor skønhed, sundhed og velvære. Lige fra Matas egne striber til eksklusive mærker, samt en række varer du ikke finder i vores mange butikker.
Står du og skal give en gave, har vi mange gode idéer i Matas Webshop. Se mere påwww.matas.dk/gaver – og husk at vælge gratis gaveindpakning i indkøbskurven.
Der er 14 dages returret på alle varer, og du kan returnere dine varer i alle vores butikker.
Vi bytter gerne – også i butikkerne. Husk dog at tilvælge byttemærke i indkøbskurven, hvis du ønsker at bytte dine varer.
Fragten giver vi gerne gratis ved køb for mere end 400kr. – ellers koster det 39 kr.
Vi leverer lige til din adresse, eller til dit arbejde. Forventet leveringstid er 1-3 hverdage – nemmere kan det ikke være.
Har du spørgsmål til en konkret ordre, så kontakt os direkte på webshop@matas.dk – eller på tlf. 48 16 54 09 på hverdage i tidsrummet 09.00-15.00",None,14,"Advertising; business,","14,393",Matas acquired by CVC Capital Partners,https://www.crunchbase.com/acquisition/cvc-capital-partners-acquires-matas--b424ef4f,CVC,Feb,None
99,Mayford,https://www.crunchbase.com/organization/mayford,Mayford is an online shop that offers a wide range of men's jewelry and fashion wearables.,2017,None,www.mayford.com,"4,65,256",Private,01-Oct,"Amsterdam, Noord-Holland, The Netherlands",https://www.facebook.com/mayfordamsterdam/,https://www.linkedin.com/company/mayford-amsterdam/,None,"Fashion, Jewelry, Online, Portals, Wearables",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,Less than $1M,info@mayford.com,None,None,None,None,None,None,None,None,None,Tech,None,39,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
100,Mercadona,https://www.crunchbase.com/organization/mercadona,Mercadona is a Spanish family-owned supermarket chain,1977,None,www.mercadona.com,"1,51,577",Private,10001+,"Valencia, Comunidad Valenciana, Spain",https://www.facebook.com/pg/mercadona,None,https://twitter.com/mercadona,"and, Beverage, Logistics, Retail",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$10B+,None,900 500 103,None,None,None,None,None,None,1,None,Tech,None,48,"81,231",-6.15%,12,None,None,None,None,None,"Mercadona is a Spanish family-owned supermarket chain. Francisco Roig Ballester and his wife, Trinidad Alfonso Mocholi, founded the company in 1977, which began as a small butcher shop in Valencia. Juan Roig assumed the role of CEO in 1981 and the company has since expanded nationwide. In the 1990s, Juan Roig oversaw a series of changes companywideand revealed the new façade of Mercadona which was able to compete with its French competitor Carrefour and the co-operative Eroski. Mercadona has locations in 46 provinces of 17 autonomous communities.",None,241,"Alcoholic beverages,","3,24,792",None,None,None,None,None
101,Metcash,https://www.crunchbase.com/organization/metcash,Metcash is a wholesale distribution and marketing company.,1927,None,www.metcash.com,"1,23,354",Public,10001+,"Sydney, New South Wales, Australia",None,https://www.linkedin.com/company/metcash,https://twitter.com/MetcashLtd,"and, Beverage, Hardware, Logistics, Retail, Wholesale",Asia-Pacific (APAC) Australasia,Joe David,Active,"Post-IPO, Equity",Metcash Limited,None,None,None,For Profit,None,None,info@metcash.com,61 2 9741 3000,None,None,None,None,1,None,None,None,18,None,68,"21,639",42.90%,68,None,6,None,1,None,"Metcash Limited is Australia's leading wholesale distribution and marketing company specialising in grocery, fresh food, liquor, hardware and automotive parts and accessories.
From its origins in 1920s as a family owned corner store, Metcash has evolved, uniting Australia’s independent grocers and diversifying its portfolio of businessesto become an ASX Top 100 Company. Headquartered in Sydney, its diverse business operations range from servicing its customers in supermarket and convenience businesses through to hardware.
Metcash’s customers are, predominantly, independently owned grocery and liquor stores, but also include hardware stores, which operate under our portfolio of brands including: IGA, Mitre 10, and Cellarbrations.
Metcash champions the interests of the independent grocery, liquor and hardware sectors through its core competencies of buying, merchandising, marketing, brand building, distribution logistics and warehousing.
Metcash Food and Grocery (MF&G) is the wholesale dry grocery and fresh foods pillar of the business; supplying product for our brands and distributors along with support for ranging, retail operations, merchandising and marketing. The business is supported by 5 major distribution centres delivering dry, chilled, frozen, general merchandise and hair/beauty/cosmetics. Eight fresh distribution centres deliver fresh produce, meat, bakery and deli products.
For a large part of its history, Metcash carried the name of the founder of its predecessor business, Davids.
Founder Joe David, was the second son of Lebanese migrants; a visionary and entrepreneurial thinker. In May 1927, at the age of 24, he opened his first ‘food’ store at Woolloomooloo, NSW; closely followed by six others. As the businesses prospered, Davids continued to expand and in 1935 opened a wholesale warehouse in Surry Hills, NSW.
The Davids business identified a niche market with great opportunity; supporting and wholesaling to independent retailers. The company formed the first professionally organised voluntary retail group in NSW and also established the industry’s first Retail Services Program for independent retailers. In 1980 the company acquired AG Campbells wholesale business.",None,None,None,"7,89,844",None,None,None,None,None
102,Migros,https://www.crunchbase.com/organization/migros-genossenschafts-bund,"Migros operates in the retail, industry, and financial service sectors in Switzerland and internationally.",15-Aug-25,None,www.migros.ch/,"1,16,049",Private,10001+,"Zürich, Zurich, Switzerland",https://www.facebook.com/migros/,https://www.linkedin.com/company/migros-genossenschafts-bund/,http://twitter.com/migros,"and, Beverage, Information, Technology, Marketing, Retail, Sales",None,Gottlieb Duttweiler,Active,None,MGB Federation of Migro Cooperatives,Migros-Genossenschafts-Bund,None,None,For Profit,None,None,None,+41 848 840 848,1,None,None,None,None,4,None,None,18,"68,951",80,"1,03,53,331",4.09%,None,None,None,None,None,None,"Migros operates in the retail, industry, and financial service sectors in Switzerland and internationally. It operates through six segments: Cooperative Retailing, Commerce, Industry and Wholesaling, Financial Services, Travel, and Others.
The Cooperative Retailing segment is involved in the operation of supermarkets and hypermarkets; andwholesale, catering, specialist markets, leisure, and club schools businesses. This segment also provides health services; and logistics services, such as transportation of goods and central warehousing services.
The Commerce segment sells men’s and ladies’ wear, home accessories, entertainment media, office equipment, electro mobility products, and heating and fuel oils; and operates furniture, Internet retail, and convenience stores. The Industry and Wholesaling segment engages in the manufacture and sale of food and near food products, and non-food products under its own brands and labels.
The Financial Services segment provides banking products and services. The Travel segment offers tour operator, travel agent, and other related tourist services.
The Others segment provides property management services. The company is involved in operating fitness studios and a shopping center; and the production and sale of dried meat, and cold sauces and spices. The Federation of Migro Cooperatives that began operation on August 15, 1925 became Migros-Genossenschafts-Bund in January 1941, with its headquarters in Zurich in Switzerland.",53,659,"Basic staples,","5,588",None,None,None,None,None
103,MosquitNo,https://www.crunchbase.com/organization/mosquitno,MosquitNo is a consumer goods company located in Roermond.,01-Jan-09,None,mosquitno.eu,"6,41,921",Private,Nov-50,"Roermond, Limburg, The Netherlands",https://www.facebook.com/MosquitNoCorporate/,https://www.linkedin.com/company/mosquitno-bv/,https://twitter.com/mosquitno,"Consumer, Goods, Retail",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,None,None,31-475-333-462,None,None,None,None,None,None,None,None,Tech,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
104,Multibrands,https://www.crunchbase.com/organization/multibrands,Multibrands operates in the food and beverage sector.,2006,None,None,"6,63,555",Private,None,"London, England, United Kingdom",None,None,None,"and, Beverage",None,None,Active,None,None,Multibrands acquired by Gulf Capital,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37,"Scientific and electric apparatus and instruments,",None,Multibrands acquired by Gulf Capital,https://www.crunchbase.com/acquisition/gulf-capital-acquires-multibrands--ad343161,Gulf,May,None
105,Acacia,https://www.crunchbase.com/organization/acacia-communications,"Acacia develops, manufactures, and sells high-speed coherent optical interconnect products.",2009,$23M,www.acacia-inc.com/,"3,544",Public,51-100,"Maynard, Massachusetts, United States",https://www.facebook.com/pages/Acacia-Communications/121173171626113,https://www.linkedin.com/company/acaciacomms/,https://twitter.com/AcaciaComms,"Technology, Manufacturing, Software, Telecommunications, Web, Hosting",Greater Boston Area East Coast New England,"Benny Mikkelsen, Eric Swanson, Mehrdad Givehchi",Active,"Series, B",Acacia Communications,Acacia Communications Inc.,None,NASDAQ:ACIA,For Profit,None,$100M to $500M,info@acacia-inc.com,(978) 938-4896,None,NASDAQ:ACIA,None,$23M,4,None,5,3,25,None,58,"9,984",-51.22%,None,None,None,2,4,None,"Acacia develops, manufactures, and sells high-speed coherent optical interconnect products in the United States, China, Germany, Thailand, and internationally. It offers embedded and pluggable module products consisting of optical interconnect modules with transmission speeds ranging from 100 to 1,200 gigabits per second for use in long-haul,metro, and inter-data center markets.
Acacia also provides semiconductor products, such as low-power coherent digital signal processor application-specific integrated circuits and silicon photonic integrated circuits that are integrated into embedded and pluggable modules. It sells its products through a direct sales force to network equipment manufacturers, network operators, and cloud service providers.
Eric Swanson, Benny Mikkelsen, and Mehrdad Givehchi founded Acacia in 2009. It has its headquarters in Maynard in Massachusetts.",115,9,"Scientific and electric apparatus and instruments,","12,25,906",Acacia acquired by Cisco,https://www.crunchbase.com/acquisition/cisco-acquires-acacia-communications--1ca26c86,Cisco,Jul,$4.5B
106,Acorn Products,https://www.crunchbase.com/organization/acorn-products,Acorn Products is a leading manufacturer and marketer of non-powered lawn and garden tools.,1890,None,NASDAQ:ACRN,"4,80,029",Delisted,None,"Columbus, Ohio, United States",None,None,None,None,Great Lakes Midwestern US,None,Active,None,None,None,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
107,Aditya Birla Group,https://www.crunchbase.com/organization/aditya-birla-group,Aditya Birla Group is an Indian multinational conglomerate named after Aditya Vikram Birla,1857,None,www.adityabirla.com/,"91,938",Private,10001+,"Mumbai, Maharashtra, India",https://www.facebook.com/AdityaBirlaGrp,https://www.linkedin.com/company/aditya-birla-group/,https://twitter.com/adityabirlagrp,"Services, Mining, Precious, Metals, Product, Design, Product, Search",Asia-Pacific (APAC),"Ghanshyam Das Birla, Kumar Mangalam Birla",Active,None,None,None,None,None,For Profit,1,$10B+,None,66 3 868 5233,2,None,1,None,None,2,4,1,25,None,86,"5,42,847",13.92%,None,None,None,None,None,None,"The Aditya Birla Group has been ranked fourth in the world and first in Asia Pacific in the ‘Top Companies for Leaders’ study 2011, conducted by Aon Hewitt, Fortune Magazine and RBL (a strategic HR and leadership Advisory firm). The Group has topped the Nielsen's Corporate Image Monitor 2014-15 and emerged as the Number one corporate, the'Best in Class', for the third consecutive year.",None,None,None,"77,181",None,None,None,None,None
108,Ahold Delhaize,https://www.crunchbase.com/organization/ahold,Ahold is an international group of quality supermarkets based in Europe,1887,None,www.aholddelhaize.com/en,"72,143",Public,10001+,"Zaandam, Noord-Holland, The Netherlands",None,https://www.linkedin.com/company-beta/10877849/,https://twitter.com/aholddelhaize,Retail,European Union (EU),Albert Heijn,Active,None,Koninklijke Ahold Delhaize N.V Ahold,None,None,OTC:ADRNY,For Profit,1,$10B+,None,+31 88 659 9111,1,OTC:ADRNY,1,None,None,2,7,1,22,None,62,"17,79,028",16.22%,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None
109,Alcampo,https://www.crunchbase.com/organization/alcampo,Alcampo is a hypermarket channel for online shopping.,None,None,www.alcampo.es/,"2,60,883",Private,None,"E-Commerce
Retail",None,None,https://twitter.com/alcampo,Retail,None,None,Active,None,None,None,None,None,For Profit,None,None,None,91 730 44 44,None,None,None,None,None,None,None,None,21,"19,585",57,"55,88,897",0.50%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
110,Almacenes Éxito,https://www.crunchbase.com/organization/almacenes-%C3%A9xito,Almacenes Éxito operates as a retail commerce company in South America.,None,None,www.grupoexito.com.co,"2,43,020",Private,10001+,"Envigado, Antioquia, Colombia",None,None,None,"Goods, Retail",Latin America,None,Active,None,None,None,None,None,For Profit,None,Less than $1M,None,+57 4 339 6565,None,None,None,None,None,None,None,None,Tech,None,39,"5,07,670",10.27%,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None
